Date,Year,State,Age,Gender,Race,Armed,Threat Level,Flee,Longitude,Latitude
2015-09-22,2015,CA,32.0,Male,Black,gun,Attack,Car,-119.207,36.295
2015-09-22,2015,FL,33.0,Male,White,gun,Attack,Not fleeing,-86.496,30.523
2015-09-22,2015,CA,55.0,Male,White,gun,Attack,Not fleeing,-122.389,40.481
2015-09-23,2015,UT,48.0,Male,Other,knife,Attack,Not fleeing,-111.884,40.742
2015-09-23,2015,TX,35.0,Male,White,gun,Attack,Not fleeing,-96.637,33.178
2015-09-23,2015,MD,19.0,Male,Black,unarmed,Other,Foot,-76.83,39.468
2015-09-23,2015,VA,45.0,Male,White,gun,Attack,Not fleeing,-81.271,36.718
2015-09-23,2015,DE,28.0,Male,Black,gun,Other,Not fleeing,-75.573,39.745
2015-09-24,2015,FL,42.0,Male,Hispanic,knife,Attack,Not fleeing,-80.374,25.584
2015-09-24,2015,CO,17.0,Male,White,gun,Attack,Not fleeing,-104.694,38.704
2015-09-24,2015,MN,30.0,Male,Other,screwdriver,Other,Not fleeing,-93.134,44.923
2015-09-25,2015,OH,21.0,Male,White,unarmed,Other,Other,-81.509,41.099
2015-09-25,2015,AZ,45.0,Male,White,gun,Attack,Not fleeing,-112.589,34.416
2015-09-25,2015,IL,33.0,Male,Black,box cutter,Other,Not fleeing,-87.717,41.897
2015-09-26,2015,LA,46.0,Male,Black,knife,Attack,Not fleeing,-91.125,30.507
2015-09-26,2015,NM,23.0,Male,Hispanic,gun,Attack,Not fleeing,-103.367,32.951
2015-09-27,2015,CA,37.0,Female,Hispanic,knife,Other,Not fleeing,-118.259,34.025
2015-09-27,2015,GA,43.0,Male,White,gun,Attack,Not fleeing,-85.267,34.961
2015-09-27,2015,TX,40.0,Male,Hispanic,gun,Attack,Not fleeing,-97.278,33.167
2015-09-28,2015,CA,59.0,Male,Hispanic,toy weapon,Attack,Not fleeing,-117.066,32.562
2015-09-28,2015,FL,31.0,Male,Black,unarmed,Attack,Foot,-92.419,45.347
2015-09-29,2015,SD,46.0,Male,Native,blunt object,Attack,Not fleeing,-103.214,44.072
2015-09-29,2015,MN,37.0,Male,White,unarmed,Attack,Not fleeing,-93.296,45.872
2015-09-30,2015,WV,28.0,Male,Black,gun,Attack,Car,-81.214,37.826
2015-10-02,2015,AZ,28.0,Male,Hispanic,gun,Attack,Car,-110.233,31.467
2015-10-02,2015,OR,55.0,Female,White,knife,Other,Not fleeing,-122.862,45.493
2015-10-02,2015,TX,29.0,Male,White,unarmed,Other,Not fleeing,-101.883,35.057
2015-10-02,2015,CA,26.0,Male,Hispanic,knife,Attack,Not fleeing,-117.403,34.097
2015-10-04,2015,CA,45.0,Male,White,beer bottle,Other,Not fleeing,-118.466,34.187
2015-10-04,2015,AL,27.0,Male,White,gun,Attack,Foot,-87.62,34.789
2015-10-04,2015,IL,31.0,Male,Black,gun,Attack,Not fleeing,-87.713,41.867
2015-10-05,2015,TX,51.0,Male,White,gun,Attack,Foot,-97.202,32.817
2015-10-05,2015,NJ,49.0,Male,White,gun,Attack,Not fleeing,-74.269,40.573
2015-10-05,2015,OH,27.0,Male,Other,unarmed,Other,Not fleeing,-81.436,41.042
2015-10-05,2015,OK,18.0,Male,Black,gun,Attack,Not fleeing,-97.413,35.45
2015-10-06,2015,CA,39.0,Male,White,toy weapon,Attack,Not fleeing,-121.894,36.603
2015-10-07,2015,FL,46.0,Male,Hispanic,machete,Attack,Not fleeing,-80.109,26.668
2015-10-09,2015,MD,19.0,Male,Black,knife,Other,Not fleeing,-76.88,39.195
2015-10-09,2015,CA,62.0,Female,White,gun,Attack,Not fleeing,-116.819,33.477
2015-10-10,2015,CT,31.0,Male,White,gun,Attack,Not fleeing,-72.419,41.285
2015-10-10,2015,MI,40.0,Male,White,crossbow,Attack,Not fleeing,-85.244,43.446
2015-10-10,2015,IL,35.0,Male,Hispanic,unknown weapon,Other,Not fleeing,-88.093,41.805
2015-10-11,2015,CA,34.0,Male,Hispanic,undetermined,Other,Other,-117.285,34.108
2015-10-11,2015,LA,44.0,Male,Asian,gun,Attack,Not fleeing,-93.229,30.174
2015-10-11,2015,SC,23.0,Male,Black,gun,Attack,Not fleeing,-82.308,34.949
2015-10-11,2015,TX,43.0,Male,Hispanic,machete,Other,Car,-102.442,31.867
2015-10-12,2015,MS,31.0,Male,White,gun,Attack,Not fleeing,-90.45,31.591
2015-10-14,2015,GA,27.0,Male,White,gun,Attack,Not fleeing,-84.76,34.178
2015-10-14,2015,FL,46.0,Female,White,gun,Attack,Car,-87.415,39.413
2015-10-14,2015,AL,57.0,Male,Black,gun,Attack,Not fleeing,-86.955,31.434
2015-10-15,2015,FL,15.0,Male,Hispanic,gun,Attack,Car,-80.413,25.507
2015-10-15,2015,OH,25.0,Male,Black,gun,Attack,Not fleeing,-82.864,39.922
2015-10-15,2015,NV,50.0,Female,White,gun,Attack,Car,-115.259,36.129
2015-10-15,2015,OH,31.0,Male,White,toy weapon,Attack,Car,-81.71,41.421
2015-10-15,2015,WA,35.0,Male,White,gun,Attack,Foot,-122.187,47.707
2015-10-15,2015,CA,27.0,Male,Hispanic,gun,Attack,Not fleeing,-122.415,37.779
2015-10-15,2015,TX,20.0,Male,Black,gun,Attack,Not fleeing,-95.465,29.849
2015-10-16,2015,CA,27.0,Male,Hispanic,unarmed,Attack,Not fleeing,-117.916,34.031
2015-10-16,2015,MS,33.0,Male,Black,undetermined,Other,Foot,-88.41,33.511
2015-10-16,2015,TX,27.0,Male,White,gun,Attack,Not fleeing,-95.363,29.786
2015-10-17,2015,CA,22.0,Male,Hispanic,toy weapon,Attack,Not fleeing,-120.92,37.667
2015-10-17,2015,PA,28.0,Male,Black,knife,Other,Not fleeing,-76.749,39.973
2015-10-18,2015,FL,31.0,Male,Black,gun,Other,Not fleeing,-80.082,26.758
2015-10-18,2015,CA,28.0,Male,White,knife,Attack,Not fleeing,-119.769,36.803
2015-10-20,2015,KY,30.0,Male,White,toy weapon,Attack,Not fleeing,-85.578,38.227
2015-10-20,2015,CA,39.0,Male,Black,toy weapon,Attack,Not fleeing,-117.159,32.714
2015-10-20,2015,NM,40.0,Male,Hispanic,gun,Attack,Not fleeing,-107.166,33.251
2015-10-20,2015,LA,30.0,Male,White,knife,Attack,Not fleeing,-90.031,30.409
2015-10-20,2015,IA,21.0,Male,White,gun,Attack,Foot,-91.713,41.97
2015-10-21,2015,CA,35.0,Male,Hispanic,knife,Other,Other,-115.496,32.665
2015-10-21,2015,CA,21.0,Male,Hispanic,unarmed,Attack,Not fleeing,-119.462,36.351
2015-10-21,2015,MI,47.0,Male,White,gun,Attack,Not fleeing,-85.63,42.857
2015-10-22,2015,LA,38.0,Male,Black,knife,Attack,Not fleeing,-93.746,32.518
2015-10-22,2015,CA,36.0,Male,Black,gun,Attack,Car,-121.337,38.639
2015-10-22,2015,KY,53.0,Male,White,undetermined,Other,Not fleeing,-82.86,37.284
2015-10-24,2015,CA,34.0,Male,Hispanic,gun,Attack,Not fleeing,-117.34,34.019
2015-10-24,2015,FL,34.0,Male,Black,gun,Attack,Not fleeing,-81.943,26.739
2015-10-24,2015,CA,30.0,Male,Black,binoculars,Other,Not fleeing,-116.464,33.809
2015-10-24,2015,OH,28.0,Male,White,gun,Attack,Not fleeing,-82.044,39.898
2015-10-24,2015,WI,47.0,Male,White,gun,Attack,Not fleeing,-88.095,42.583
2015-10-24,2015,AK,49.0,Male,White,Taser,Attack,Not fleeing,-151.283,60.287
2015-10-25,2015,GA,36.0,Male,White,gun,Attack,Not fleeing,-84.601,34.5
2015-10-26,2015,MD,45.0,Male,Black,knife,Other,Not fleeing,-77.389,39.408
2015-10-26,2015,DC,21.0,Female,Black,gun,Attack,Not fleeing,-77.027,38.983
2015-10-26,2015,FL,18.0,Male,Other,unarmed,Attack,Foot,-82.516,28.03
2015-10-27,2015,GA,25.0,Male,Black,gun,Attack,Not fleeing,-81.111,32.061
2015-10-28,2015,CA,29.0,Male,Black,unarmed,Attack,Not fleeing,-117.224,32.726
2015-10-28,2015,MS,57.0,Male,White,pellet gun,Attack,Not fleeing,-88.438,34.039
2015-10-28,2015,FL,34.0,Male,Black,gun,Attack,Not fleeing,-81.566,30.318
2015-10-28,2015,OR,35.0,Male,White,gun,Attack,Car,-122.998,44.885
2015-10-29,2015,TN,18.0,Male,White,gun,Attack,Not fleeing,-87.552,35.551
2015-10-30,2015,KY,62.0,Male,White,gun,Attack,Other,-85.365,36.669
2015-10-30,2015,TX,29.0,Male,Hispanic,gun,Attack,Car,-96.628,32.81
2015-10-30,2015,TX,25.0,Male,Black,gun,Other,Foot,-95.489,29.976
2015-10-30,2015,OK,30.0,Male,White,knife,Attack,Foot,-95.251,35.798
2015-10-30,2015,TX,24.0,Male,Black,gun,Attack,Not fleeing,-95.495,29.984
2015-10-30,2015,FL,52.0,Male,White,gun,Attack,Not fleeing,-83.031,29.675
2015-10-31,2015,CO,33.0,Male,White,gun,Attack,Not fleeing,-104.818,38.838
2015-10-31,2015,AL,56.0,Male,Black,unarmed,Other,Car,-85.36,32.61
2015-11-01,2015,MN,49.0,Male,White,gun,Attack,Not fleeing,-94.376,44.891
2015-11-01,2015,CA,20.0,Male,White,gun,Attack,Not fleeing,-124.155,40.806
2015-11-01,2015,ID,62.0,Male,White,gun,Other,Not fleeing,-116.407,44.813
2015-11-02,2015,DC,62.0,Male,Black,gun,Attack,Car,-76.968,38.855
2015-11-03,2015,LA,6.0,Male,White,unarmed,Other,Car,-92.05,31.125
2015-11-04,2015,MO,30.0,Male,White,gun,Attack,Foot,-93.256,37.239
2015-11-04,2015,TX,57.0,Male,Black,gun,Attack,Car,-95.356,29.733
2015-11-04,2015,CA,18.0,Male,Other,knife,Attack,Foot,-120.425,37.365
2015-11-04,2015,CA,47.0,Male,White,unarmed,Other,Foot,-117.239,32.797
2015-11-05,2015,WV,48.0,Male,White,gun,Attack,Not fleeing,-79.941,39.634
2015-11-05,2015,OK,20.0,Male,White,gun,Attack,Car,-96.431,36.409
2015-11-05,2015,MO,30.0,Male,White,hammer,Attack,Not fleeing,-90.341,38.538
2015-11-05,2015,SC,36.0,Female,White,gun,Attack,Not fleeing,-80.02,32.964
2015-11-06,2015,OR,51.0,Male,White,gun,Attack,Not fleeing,-122.698,45.53
2015-11-06,2015,NC,48.0,Male,White,undetermined,Other,Not fleeing,-80.04,34.981
2015-11-09,2015,TX,25.0,Male,Hispanic,gun,Attack,Not fleeing,-99.453,27.603
2015-11-09,2015,WV,26.0,Male,White,gun,Attack,Not fleeing,-80.675,38.592
2015-11-09,2015,CA,45.0,Male,Hispanic,gun,Attack,Not fleeing,-121.914,37.255
2015-11-09,2015,CA,35.0,Male,Hispanic,bean-bag gun,Other,Not fleeing,-118.512,34.212
2015-11-10,2015,CA,34.0,Male,Hispanic,gun,Attack,Not fleeing,-121.848,39.717
2015-11-10,2015,CO,36.0,Male,Hispanic,gun,Other,Car,-104.832,39.958
2015-11-10,2015,MT,22.0,Male,White,gun,Attack,Not fleeing,-112.778,45.098
2015-11-10,2015,CO,63.0,Male,White,toy weapon,Attack,Not fleeing,-104.878,38.909
2015-11-11,2015,CA,25.0,Male,Hispanic,gun,Attack,Not fleeing,-122.421,37.748
2015-11-11,2015,SC,57.0,Male,White,gun,Attack,Not fleeing,-81.734,33.57
2015-11-11,2015,MD,32.0,Male,Black,gun,Attack,Not fleeing,-76.677,39.343
2015-11-12,2015,CA,42.0,Male,Black,knife,Other,Not fleeing,-122.053,37.384
2015-11-13,2015,TN,52.0,Male,White,toy weapon,Attack,Not fleeing,-88.874,35.957
2015-11-13,2015,GA,25.0,Male,White,gun,Attack,Foot,-81.395,32.172
2015-11-14,2015,CA,31.0,Male,Hispanic,hammer,Other,Not fleeing,-117.4,34.005
2015-11-15,2015,CA,39.0,Male,Black,toy weapon,Attack,Not fleeing,-122.166,37.754
2015-11-15,2015,PA,16.0,Male,Black,gun,Attack,Not fleeing,-75.179,40.028
2015-11-15,2015,MN,24.0,Male,Black,unarmed,Other,Not fleeing,-93.301,44.992
2015-11-15,2015,NC,32.0,Male,White,Taser,Attack,Not fleeing,-78.954,35.259
2015-11-17,2015,FL,28.0,Male,Black,gun,Attack,Foot,-80.397,25.576
2015-11-17,2015,SC,21.0,Male,Black,gun,Attack,Not fleeing,-81.052,33.976
2015-11-17,2015,GA,58.0,Male,White,unarmed,Other,Not fleeing,-84.723,31.432
2015-11-17,2015,NJ,47.0,Male,White,gun,Attack,Not fleeing,-74.357,39.611
2015-11-17,2015,TX,41.0,Male,White,gun,Other,Car,-97.839,32.638
2015-11-18,2015,FL,25.0,Male,Black,unknown weapon,Other,Not fleeing,-80.252,25.897
2015-11-18,2015,MI,44.0,Male,Black,gun,Attack,Not fleeing,-86.411,42.09
2015-11-19,2015,FL,27.0,Male,Black,knife,Attack,Not fleeing,-80.352,27.438
2015-11-19,2015,DC,34.0,Male,Black,knife,Other,Not fleeing,-76.924,38.895
2015-11-20,2015,CA,29.0,Male,Black,unarmed,Attack,Not fleeing,-117.027,34.898
2015-11-20,2015,GA,39.0,Male,White,gun,Attack,Not fleeing,-84.742,33.918
2015-11-21,2015,OK,24.0,Male,White,unarmed,Attack,Foot,-96.512,33.853
2015-11-22,2015,CA,47.0,Male,White,knife,Attack,Not fleeing,-117.436,34.063
2015-11-22,2015,NV,45.0,Male,White,gun,Attack,Not fleeing,-119.796,39.501
2015-11-22,2015,CO,28.0,Male,Hispanic,gun,Attack,Not fleeing,-105.017,39.711
2015-11-23,2015,OH,50.0,Male,White,gun,Attack,Not fleeing,-83.066,39.947
2015-11-23,2015,TX,49.0,Male,Hispanic,knife,Other,Not fleeing,-97.402,27.726
2015-11-24,2015,MN,45.0,Male,White,toy weapon,Other,Not fleeing,-93.252,45.041
2015-11-24,2015,NV,32.0,Male,White,toy weapon,Attack,Foot,-115.137,36.122
2015-11-25,2015,MO,23.0,Male,White,knife,Attack,Not fleeing,-93.337,37.24
2015-11-25,2015,AZ,52.0,Male,White,gun,Attack,Not fleeing,-109.293,34.116
2015-11-25,2015,MO,37.0,Female,White,gun,Attack,Not fleeing,-93.278,37.05
2015-11-26,2015,CA,26.0,Male,White,unarmed,Other,Car,-121.624,39.752
2015-11-27,2015,MO,58.0,Male,White,gun,Attack,Not fleeing,-93.501,36.532
2015-11-28,2015,TX,50.0,Male,White,baseball bat and fireplace poker,Other,Not fleeing,-96.546,32.642
2015-11-29,2015,OH,22.0,Male,White,gun,Attack,Not fleeing,-84.571,40.55
2015-11-29,2015,MO,53.0,Male,White,gun,Attack,Not fleeing,-94.578,39.758
2015-11-29,2015,AZ,69.0,Male,Hispanic,gun,Attack,Not fleeing,-112.298,33.593
2015-11-29,2015,CA,23.0,Male,Hispanic,gun,Attack,Foot,-119.021,35.375
2015-11-30,2015,GA,18.0,Male,Black,gun,Attack,Foot,-84.387,33.779
2015-11-30,2015,TX,31.0,Male,Hispanic,undetermined,Other,Not fleeing,-103.163,31.74
2015-12-01,2015,ME,23.0,Male,White,gun,Attack,Foot,-68.817,44.789
2015-12-01,2015,CA,18.0,Male,Hispanic,gun,Attack,Not fleeing,-118.082,33.917
2015-12-02,2015,CO,35.0,Male,Hispanic,gun,Attack,Car,-105.037,39.755
2015-12-02,2015,CA,27.0,Female,Other,gun,Attack,Car,-117.29,34.108
2015-12-02,2015,CA,28.0,Male,Other,gun,Attack,Car,-117.248,34.077
2015-12-02,2015,CA,26.0,Male,Black,knife,Other,Not fleeing,-122.397,37.721
2015-12-02,2015,TX,32.0,Male,Hispanic,gun,Other,Not fleeing,-98.585,29.185
2015-12-02,2015,NM,36.0,Male,Hispanic,gun,Attack,Not fleeing,-107.734,32.256
2015-12-03,2015,NE,66.0,Male,White,gun,Attack,Not fleeing,-102.074,41.063
2015-12-04,2015,PA,21.0,Male,Black,gun,Attack,Not fleeing,-80.007,40.43
2015-12-04,2015,AZ,47.0,Male,White,metal stick,Other,Not fleeing,-111.673,33.466
2015-12-05,2015,TX,24.0,Male,White,gun,Attack,Foot,-96.955,32.807
2015-12-05,2015,WI,60.0,Male,White,gun,Other,Not fleeing,-88.466,44.187
2015-12-05,2015,MO,61.0,Female,White,gun,Attack,Not fleeing,-90.239,38.811
2015-12-05,2015,CA,38.0,Male,Hispanic,gun,Attack,Not fleeing,-116.251,33.698
2015-12-05,2015,FL,51.0,Male,White,straight edge razor,Other,Not fleeing,-80.141,25.788
2015-12-06,2015,WA,35.0,Male,White,gun,Attack,Car,-122.332,47.606
2015-12-06,2015,OH,46.0,Male,Black,gun,Attack,Not fleeing,-81.498,41.541
2015-12-06,2015,WY,48.0,Male,White,knife,Other,Not fleeing,-105.752,41.322
2015-12-08,2015,NY,36.0,Male,Black,unarmed,Other,Foot,-73.879,40.924
2015-12-08,2015,OH,33.0,Male,Black,gun,Attack,Not fleeing,-81.735,41.486
2015-12-09,2015,KY,66.0,Male,White,gun,Attack,Not fleeing,-86.224,37.567
2015-12-09,2015,OK,51.0,Male,White,gun,Attack,Not fleeing,-95.317,36.308
2015-12-10,2015,IN,34.0,Male,White,gun,Attack,Not fleeing,-86.198,39.741
2015-12-10,2015,SC,55.0,Male,Black,gun,Attack,Not fleeing,-82.284,34.917
2015-12-10,2015,CA,54.0,Male,White,knife,Attack,Not fleeing,-121.791,36.674
2015-12-11,2015,AZ,36.0,Male,White,unarmed,Attack,Not fleeing,-110.875,32.309
2015-12-12,2015,IN,25.0,Male,Black,knife,Attack,Not fleeing,-86.028,39.827
2015-12-12,2015,TN,24.0,Male,Black,gun and knife,Attack,Not fleeing,-85.307,34.989
2015-12-12,2015,CA,28.0,Male,Black,gun,Attack,Not fleeing,-118.209,33.917
2015-12-12,2015,OK,36.0,Male,White,Taser,Attack,Not fleeing,-97.488,34.233
2015-12-12,2015,PA,20.0,Male,White,gun,Attack,Not fleeing,-75.182,40.991
2015-12-13,2015,TX,51.0,Female,White,gun,Attack,Not fleeing,-97.101,32.728
2015-12-13,2015,TX,21.0,Male,White,ax,Other,Not fleeing,-97.133,33.215
2015-12-13,2015,WA,30.0,Male,Other,knife,Attack,Not fleeing,-122.762,47.002
2015-12-13,2015,CO,32.0,Male,Hispanic,gun,Attack,Not fleeing,-105.051,39.777
2015-12-14,2015,LA,33.0,Male,Black,gun,Attack,Not fleeing,-89.905,30.038
2015-12-14,2015,TN,56.0,Male,White,undetermined,Other,Not fleeing,-88.845,35.852
2015-12-14,2015,NV,48.0,Female,White,gun,Attack,Not fleeing,-115.057,36.244
2015-12-14,2015,CA,39.0,Male,Asian,knife,Other,Not fleeing,-118.189,33.803
2015-12-14,2015,CA,19.0,Male,Hispanic,unarmed,Other,Not fleeing,-121.573,36.995
2015-12-14,2015,NV,45.0,Male,Hispanic,gun,Attack,Not fleeing,-115.09,36.229
2015-12-14,2015,WV,33.0,Male,White,gun,Attack,Not fleeing,-81.159,37.895
2015-12-14,2015,MD,52.0,Male,White,knife,Other,Not fleeing,-76.372,39.304
2015-12-16,2015,CA,23.0,Male,White,knife,Attack,Not fleeing,-119.051,34.219
2015-12-17,2015,OH,25.0,Male,White,machete,Other,Not fleeing,-81.34,41.163
2015-12-17,2015,CA,24.0,Male,White,gun,Attack,Other,-120.999,37.639
2015-12-18,2015,OH,22.0,Female,White,gun,Attack,Other,-83.462,41.618
2015-12-18,2015,NM,58.0,Male,Hispanic,toy weapon,Attack,Not fleeing,-105.573,36.407
2015-12-19,2015,CA,26.0,Male,Hispanic,undetermined,Attack,Not fleeing,-118.307,33.843
2015-12-20,2015,CA,30.0,Male,Black,gun,Attack,Not fleeing,-118.045,34.572
2015-12-20,2015,TX,31.0,Male,Hispanic,gun,Attack,Not fleeing,-101.855,35.207
2015-12-21,2015,CA,34.0,Male,Hispanic,gun,Attack,Not fleeing,-116.971,33.724
2015-12-21,2015,GA,48.0,Male,Black,gun,Attack,Not fleeing,-84.707,33.755
2015-12-21,2015,PA,21.0,Male,White,gun,Attack,Not fleeing,-75.381,41.569
2015-12-21,2015,FL,39.0,Male,White,gun,Attack,Not fleeing,-81.19,28.887
2015-12-21,2015,CO,25.0,Male,Black,gun,Attack,Not fleeing,-104.885,39.733
2015-12-21,2015,CA,30.0,Male,White,gun,Attack,Not fleeing,-121.29,39.189
2015-12-22,2015,VT,56.0,Male,White,gun,Attack,Not fleeing,-73.214,44.483
2015-12-22,2015,FL,29.0,Male,White,undetermined,Other,Car,-82.384,28.466
2015-12-22,2015,NM,19.0,Male,Hispanic,gun,Other,Foot,-106.566,35.076
2015-12-23,2015,MI,35.0,Male,Black,unarmed,Other,Not fleeing,-83.194,42.351
2015-12-24,2015,MI,24.0,Male,Black,gun,Attack,Not fleeing,-84.578,42.673
2015-12-24,2015,CA,23.0,Male,Hispanic,knife,Other,Not fleeing,-119.006,36.069
2015-12-24,2015,NC,18.0,Male,Black,gun,Other,Not fleeing,-80.851,35.352
2015-12-25,2015,CA,31.0,Male,White,knife,Attack,Not fleeing,-122.156,37.448
2015-12-26,2015,AZ,41.0,Male,White,brick,Other,Not fleeing,-112.062,33.68
2015-12-26,2015,IL,19.0,Male,Black,baseball bat,Other,Not fleeing,-87.744,41.893
2015-12-26,2015,ID,38.0,Male,Hispanic,gun,Attack,Not fleeing,-116.94,43.62
2015-12-27,2015,MS,36.0,Male,White,undetermined,Other,Car,-88.643,30.889
2015-12-27,2015,AZ,34.0,Male,White,knife,Other,Not fleeing,-111.922,33.381
2015-12-27,2015,LA,52.0,Male,White,undetermined,Other,Not fleeing,-91.613,29.849
2015-12-28,2015,VA,28.0,Male,White,toy weapon,Attack,Not fleeing,-76.596,36.727
2015-12-29,2015,CA,50.0,Female,Asian,knife,Other,Not fleeing,-121.022,37.09
2015-12-30,2015,CA,55.0,Male,Hispanic,knife,Attack,Not fleeing,-119.812,36.75
2015-12-31,2015,NV,23.0,Male,Black,unarmed,Other,Not fleeing,-115.272,36.133
2016-01-01,2016,CA,30.0,Male,White,knife,Other,Not fleeing,-117.16,32.755
2016-01-02,2016,TX,54.0,Male,White,gun,Attack,Car,-100.45,32.235
2016-01-02,2016,SD,37.0,Male,White,gun,Attack,Not fleeing,-96.711,43.547
2016-01-02,2016,MT,37.0,Male,White,knife,Other,Not fleeing,-110.573,45.656
2016-01-03,2016,NC,30.0,Male,Black,gun,Attack,Not fleeing,-80.885,35.218
2016-01-04,2016,LA,27.0,Male,Black,unknown weapon,Other,Not fleeing,-93.21,30.494
2016-01-04,2016,OK,22.0,Male,Black,gun,Attack,Foot,-97.52,35.512
2016-01-05,2016,TN,39.0,Male,White,knife,Other,Foot,-82.337,36.32
2016-01-05,2016,NC,33.0,Male,Black,gun,Attack,Not fleeing,-80.913,35.242
2016-01-05,2016,CA,52.0,Male,White,gun,Other,Not fleeing,-122.368,40.613
2016-01-05,2016,CA,28.0,Male,Hispanic,hand torch,Other,Foot,-120.947,37.584
2016-01-05,2016,PA,54.0,Male,White,knife,Other,Not fleeing,-75.31,39.929
2016-01-06,2016,IL,38.0,Male,White,toy weapon,Other,Foot,-87.834,42.456
2016-01-06,2016,NM,32.0,Male,Hispanic,gun,Attack,Not fleeing,-105.918,33.683
2016-01-06,2016,KY,34.0,Male,White,gun,Attack,Not fleeing,-87.18,37.787
2016-01-08,2016,WI,26.0,Male,White,knife,Other,Not fleeing,-88.489,42.609
2016-01-08,2016,GA,50.0,Male,White,gun,Attack,Not fleeing,-84.677,34.133
2016-01-10,2016,WA,37.0,Male,White,chain saw,Other,Not fleeing,-122.669,46.16
2016-01-10,2016,MD,45.0,Female,White,toy weapon,Attack,Not fleeing,-75.959,39.718
2016-01-11,2016,OH,45.0,Male,White,toy weapon,Attack,Foot,-84.585,39.118
2016-01-11,2016,CO,32.0,Male,White,gun,Other,Not fleeing,-105.016,39.755
2016-01-11,2016,PA,12.0,Female,White,unarmed,Other,Not fleeing,-77.034,40.398
2016-01-12,2016,AK,49.0,Male,Native,knife,Other,Not fleeing,-149.898,61.192
2016-01-12,2016,VA,58.0,Male,White,gun,Attack,Not fleeing,-76.188,36.856
2016-01-13,2016,TN,29.0,Male,White,gun,Other,Foot,-83.558,35.837
2016-01-13,2016,WA,60.0,Male,White,gun,Attack,Not fleeing,-120.954,47.197
2016-01-14,2016,IL,40.0,Male,White,gun,Attack,Not fleeing,-89.143,37.831
2016-01-14,2016,CA,39.0,Male,Hispanic,knife,Other,Not fleeing,-118.46,34.42
2016-01-15,2016,WV,26.0,Male,White,gun,Attack,Not fleeing,-79.855,38.914
2016-01-15,2016,MI,24.0,Male,Black,gun,Attack,Not fleeing,-83.277,42.484
2016-01-16,2016,CA,34.0,Male,Hispanic,toy weapon,Other,Foot,-118.358,34.104
2016-01-16,2016,TX,27.0,Male,White,gun,Attack,Foot,-98.601,29.415
2016-01-16,2016,OR,44.0,Male,White,toy weapon,Other,Not fleeing,-122.826,45.446
2016-01-16,2016,CA,25.0,Female,White,unarmed,Other,Car,-116.963,32.795
2016-01-16,2016,FL,19.0,Male,Black,gun,Attack,Foot,-80.677,26.683
2016-01-17,2016,MO,52.0,Male,Black,gun,Attack,Not fleeing,-90.244,38.593
2016-01-17,2016,UT,31.0,Male,White,gun,Attack,Foot,-111.813,40.675
2016-01-17,2016,AZ,26.0,Male,White,unarmed,Other,Not fleeing,-111.685,33.415
2016-01-17,2016,CA,24.0,Male,Hispanic,knife,Other,Not fleeing,-118.46,34.23
2016-01-17,2016,AL,38.0,Male,White,gun,Other,Not fleeing,-86.036,33.95
2016-01-18,2016,AZ,33.0,Male,White,gun,Attack,Not fleeing,-110.926,32.222
2016-01-18,2016,FL,28.0,Male,White,toy weapon,Other,Not fleeing,-81.3,28.469
2016-01-18,2016,OR,27.0,Male,White,knife,Other,Foot,-122.859,42.361
2016-01-18,2016,AZ,39.0,Male,White,gun,Attack,Not fleeing,-112.098,33.582
2016-01-18,2016,CA,29.0,Male,White,garden tool,Other,Not fleeing,-122.079,37.592
2016-01-19,2016,TX,36.0,Male,White,gun,Attack,Car,-96.69,32.698
2016-01-19,2016,NC,55.0,Male,White,knife,Other,Not fleeing,-81.164,33.836
2016-01-19,2016,GA,28.0,Male,White,gun,Attack,Not fleeing,-83.183,31.025
2016-01-20,2016,LA,40.0,Male,Black,gun,Attack,Not fleeing,-91.948,30.544
2016-01-20,2016,AL,33.0,Male,White,gun,Other,Foot,-86.571,34.87
2016-01-20,2016,TX,37.0,Male,White,knife,Other,Other,-99.14,30.047
2016-01-21,2016,OK,39.0,Male,Black,gun,Attack,Car,-95.582,35.287
2016-01-23,2016,AL,43.0,Male,White,toy weapon,Other,Not fleeing,-86.652,32.852
2016-01-25,2016,NV,38.0,Male,Hispanic,knife,Other,Not fleeing,-119.804,39.477
2016-01-26,2016,OR,55.0,Male,White,gun,Other,Not fleeing,-119.054,43.586
2016-01-27,2016,AR,52.0,Male,White,gun,Attack,Not fleeing,-93.169,34.659
2016-01-27,2016,TN,32.0,Male,Black,gun,Attack,Other,-90.033,35.108
2016-01-27,2016,NM,31.0,Male,Hispanic,gun,Attack,Not fleeing,-105.992,35.654
2016-01-27,2016,SC,27.0,Male,White,knife,Other,Not fleeing,-79.574,34.354
2016-01-27,2016,TN,40.0,Male,Asian,toy weapon,Other,Not fleeing,-84.231,35.816
2016-01-27,2016,MI,31.0,Female,Black,vehicle,Other,Car,-83.208,42.322
2016-01-27,2016,TX,30.0,Male,White,gun,Attack,Car,-97.096,32.572
2016-01-27,2016,GA,26.0,Male,Hispanic,gun,Attack,Car,-84.484,33.923
2016-01-28,2016,WA,32.0,Female,Native,vehicle,Other,Not fleeing,-122.454,47.234
2016-01-28,2016,NE,33.0,Male,White,gun,Attack,Foot,-96.017,41.227
2016-01-28,2016,OR,19.0,Male,Black,gun,Other,Not fleeing,-122.625,45.409
